Posting Date,Material,Material Description,Quantity,Amt.in loc.cur.,User Name,Document Header Text
29/10/2024,331/63982,EXTERIOR MIRROR ASSY - 7182.320.B.JCB,-1,-4.56,HOPKINSTR,Damaged - Materials Int
29/10/2024,331/63982,EXTERIOR MIRROR ASSY - 7182.320.B.JCB,-1,-4.56,HOPKINSTR,Damaged - Materials Int
29/10/2024,332/C2056,GA HOSE 640MM LONG,-1,-5.75,HOPKINSTR,Damaged - Production Subs
29/10/2024,332/C3260,DRIVE SHAFT REAR,-2,-151.60,HOPKINSTR,Damaged - Materials Int
29/10/2024,332/C3577,HOSE 5/8BSP 4070mm,-1,-21.02,HOPKINSTR,Damaged - Materials Int
29/10/2024,332/C4811,HOSE 5/8in BSP x 1400mm,-1,-8.64,HOPKINSTR,Damaged - Production Subs
29/10/2024,332/C7105,VALVE BLOCK MOUNTING BRACKET,-1,-6.35,HOPKINSTR,Damaged - Production Z7
29/10/2024,332/C9378,WA INNER BOOM PIPES,-1,-166.93,HOPKINSTR,Damaged - Materials Int
29/10/2024,332/D2409,RH CLAMP PLATE,-3,-3.75,HOPKINSTR,Damaged - Post Obay
29/10/2024,332/D3032,HOSE 3/4 BSP   545MM,-1,-14.24,HOPKINSTR,Damaged - Materials Int
29/10/2024,332/D3754,ABI AUX-SWAY LEVERS 6l0,-2,-88.64,HOPKINSTR,Damaged - Materials Int
29/10/2024,332/E3413,400 SERIES AIR FILTER,-3,-92.33,HOPKINSTR,Damaged - Production Subs
29/10/2024,332/E3428,Worklamp Harness 531/541 LCS,-1,-5.25,HOPKINSTR,Damaged - Production Z7
29/10/2024,332/E5238,WA AXLE STEP,-2,-11.02,HOPKINSTR,Damaged - Materials Int
29/10/2024,332/E5621,WA-SPACER PADS,-10,-56.50,HOPKINSTR,Damaged - Materials Int
29/10/2024,332/E5772,Valve Block,-1,-833.37,HOPKINSTR,Damaged - Production Z7
29/10/2024,332/E9000,CONDENSOR TIII MECH ENG,-3,-183.90,HOPKINSTR,Damaged - Production Subs
29/10/2024,332/F6581,HOSE 3/8 BLKHD-90 4100,-1,-17.68,HOPKINSTR,Damaged - Production  Z2
29/10/2024,332/F7132,WA UPPER PULLY BRK,-1,-0.87,HOPKINSTR,Damaged - Production Z7
29/10/2024,332/G2620,5AW WA REAR DOOR,-1,-36.13,HOPKINSTR,Damaged - Post Obay
29/10/2024,332/L8077,INNER BOOM W.A. 531-70,-22,"-21,636.56",HOPKINSTR,Damaged - Materials Ext
29/10/2024,332/L8079,INNER BOOM W.A. 541-70,-44,"-37,472.69",HOPKINSTR,Damaged - Materials Ext
29/10/2024,333/C7472,HOSE - 08 BSP HP 3720mm B,-1,-17.06,HOPKINSTR,Damaged - Production Z7
29/10/2024,333/D3468,WA LOWER PULLEY COVER BRKT,-1,-0.62,HOPKINSTR,Damaged - Production Z7
29/10/2024,333/D4158,WA BRKT TRANS DIPSTICK,-1,-0.86,HOPKINSTR,Damaged - Production Z7
29/10/2024,333/D9395,WA LATCH BRACKET,-1,-1.70,HOPKINSTR,Damaged - Post Obay
29/10/2024,333/E3206,BRAKE PIPE FRONT AXLE SWAY,-1,-11.11,HOPKINSTR,Damaged - Materials Int
29/10/2024,333/F9533,WA FAN SUCTION PIPE,-1,-9.49,HOPKINSTR,Damaged - Production Z7
29/10/2024,333/H4918,FUEL/ADBLUE FILL MOULDING,-1,-5.60,HOPKINSTR,Damaged - Post Obay
29/10/2024,334/C5698,SRS LIFT VALVE 536-60,-1,-165.54,HOPKINSTR,Damaged - Post Obay
29/10/2024,334/D8272,WASHER BOTTLE BRACKET,-1,-11.16,HOPKINSTR,Damaged - Production Subs
29/10/2024,334/D9781,VACUUM SERVO-175X22.2X61m,-1,-83.52,HOPKINSTR,Damaged - Production Z7
29/10/2024,334/F4714,LIFT ARM SUPPORT DEVICE (RED),-1,-6.96,HOPKINSTR,Damaged - Post Obay
29/10/2024,334/F6244,DAMPER (44 Nm / DEG),-1,-86.21,HOPKINSTR,Damaged - Production Z7
29/10/2024,334/G0818,HOSE -10 BSP HP 6230mm B,-1,-40.52,HOPKINSTR,Damaged - Materials Int
29/10/2024,334/G1819,(P) FUEL FILLER MOULDING,-1,-7.62,HOPKINSTR,Damaged - Post Obay
29/10/2024,33AG/BA047,(P) HOSE-08 BSP HP 470mm B (P493D),-1,-5.89,HOPKINSTR,Damaged - Materials Int
29/10/2024,400/D8659,SA FENDER BASE LH,-1,-17.78,HOPKINSTR,Damaged - Post Obay
29/10/2024,400/D8659,SA FENDER BASE LH,-1,-17.78,HOPKINSTR,Damaged - Post Obay
29/10/2024,400/J0770,WIDE ANGLE MIRROR,-1,-8.23,HOPKINSTR,Damaged - Production  Z2
29/10/2024,400/K8265,WA RH UNDER BOOM PIPE 12,-1,-127.26,HOPKINSTR,Damaged - Materials Int
29/10/2024,400/K8265,WA RH UNDER BOOM PIPE 12,-1,-127.26,HOPKINSTR,Damaged - Materials Int
29/10/2024,400/M6156,WA REAR DOOR S/GREEN,-3,-98.52,HOPKINSTR,Damaged - Materials Int
29/10/2024,400/M7496,WA UNDER BOOM PIPES - RH,-2,-165.66,HOPKINSTR,Damaged - Materials Int
29/10/2024,400/M7870,WA RH BOOM PIPES,-1,-82.34,HOPKINSTR,Damaged - Materials Int
29/10/2024,400/M7873,WA REAR PIPEWORK,-1,-17.55,HOPKINSTR,Damaged - Production Z7
29/10/2024,400/M7992,WA LH BOOM PIPE,-2,-116.28,HOPKINSTR,Damaged - Materials Int
29/10/2024,400/N4131,WA LH UNDERBOOM PIPE,-1,-73.63,HOPKINSTR,Damaged - Materials Int
29/10/2024,400/N4131,WA LH UNDERBOOM PIPE,-1,-73.63,HOPKINSTR,Damaged - Materials Int
29/10/2024,400/P9802,ABI BOOM END DOOR,-1,-3.97,HOPKINSTR,Damaged - Materials Int
29/10/2024,400/T1661,CONTROL VALVE BLOCK 5AA E,-1,-547.20,HOPKINSTR,Damaged - Production Z7
29/10/2024,400/U9779,PAINTED REAR DOOR HYD HIT,-1,-13.19,HOPKINSTR,Damaged - Materials Int
29/10/2024,400/U9779,PAINTED REAR DOOR HYD HIT,-1,-13.19,HOPKINSTR,Damaged - Post Obay
29/10/2024,400/X7188,PRESSING REAR COVER - YEL,-72,"-1,193.04",HOPKINSTR,Damaged - Materials Int
29/10/2024,400/Y7962,TANK COVER PLATE,-1,-3.55,HOPKINSTR,Damaged - Post Obay
29/10/2024,400/Z8678,WA LH BOOM PIPES 5YJ/K,-2,-203.14,HOPKINSTR,Damaged - Materials Int
29/10/2024,400/Z8719,WA RH BOOM PIPES 5YJ/K,-1,-101.57,HOPKINSTR,Damaged - Materials Int
29/10/2024,401/C5388,QUICKFIT VALVE,-2,-183.45,HOPKINSTR,Damaged - Production Subs
29/10/2024,401/C5486,ABI ENGINE COVER - NO LOGO,-1,-356.32,HOPKINSTR,Damaged - Materials Int
29/10/2024,401/C5751,ABI ENGINE COVER - NO BADGE,-2,-808.12,HOPKINSTR,Damaged - Materials Int
29/10/2024,401/D9196,PILOT VALVE,-2,-223.90,HOPKINSTR,Damaged - Production Z7
29/10/2024,401/E1271,ABI FUEL TANK,-4,-688.68,HOPKINSTR,Damaged - Production Z7
29/10/2024,401/E8574,PIVOT VALVE 5CG,-2,-271.77,HOPKINSTR,Damaged - Production Z7
29/10/2024,401/E8574,PIVOT VALVE 5CG,-1,-135.88,HOPKINSTR,Damaged - Production Z7
29/10/2024,401/G0085,WA REAR LIGHT ARM,-2,-12.10,HOPKINSTR,Damaged - Materials Int
29/10/2024,401/H0103,ABI ENGINE COVER - SUNBEL,-1,-551.62,HOPKINSTR,Damaged - Production Z7
29/10/2024,401/H8777,WA MANIFOLD PUMP PRESSURE,-2,-88.30,HOPKINSTR,Damaged - Production Subs
29/10/2024,401/J2990,WA BRAKE ACC BRKT HMH,-1,-10.66,HOPKINSTR,Damaged - Production Subs
29/10/2024,401/M6502,P69 HITCH MIRROR BRACKET,-52,-26.78,HEATHC,MANUF - bent wrong
29/10/2024,401/R4682,HOSE - AC NO.10 C/L - 222,-1,-22.34,HOPKINSTR,Damaged - Production Subs
29/10/2024,401/R5142,HOSE - AC NO.10 C/L - 138,-1,-18.78,HOPKINSTR,Damaged - Production Subs
29/10/2024,401/T8634,WA PIPE ATB COOLER END,-1,-14.74,HOPKINSTR,Damaged - Materials Int
29/10/2024,401/V1031,WA POD BASE 97+kW STV - B,-2,-621.92,HOPKINSTR,Damaged - Production Z7
29/10/2024,402/C7904,ABI BANCO RAD,-5,-706.65,HOPKINSTR,Damaged - Production Subs
29/10/2024,402/D3855,BENT WASHER PLATE,-4,-1.40,HOPKINSTR,Damaged - Production Z7
29/10/2024,402/E8300,WA PIPEWORK FRONT,-1,-15.58,HOPKINSTR,Damaged - Production Z7
29/10/2024,402/F9269,TELESCOPIC EXTENSION RAM,-4,"-14,106.82",BUTKUSA,Damaged - Materials INT
29/10/2024,402/J6041,WA RH BOOM PIPE,-1,-71.54,HOPKINSTR,Damaged - Materials Int
29/10/2024,402/L8855,HYD 2 EPROP valve,-1,-59.27,HOPKINSTR,Damaged - Production Z7
29/10/2024,402/M4266,WA WORKLIGHT BRKT,-1,-2.42,HOPKINSTR,Damaged - Production Z7
29/10/2024,402/R3403,WA UNDER CHASSIS ECU BRKT,-1,-8.45,HOPKINSTR,Damaged - Materials Int
29/10/2024,403/A3487,HOSE FUEL RETURN TO TANK-,-1,-8.57,HOPKINSTR,Damaged - Production Subs
29/10/2024,553/60197,GA RAM STEER 520 60X30,-1,-96.52,HOPKINSTR,Damaged - Production Subs
29/10/2024,556/60508,GA RAM EXTENSION 70X50 531/536/541-70,-1,-515.49,HOPKINSTR,Damaged - Production Z7
29/10/2024,563/60126,GA TILT RAM120X60 (P42 LF),-1,-348.30,HOPKINSTR,Damaged - Production Z7
29/10/2024,565/60130,GA TILT 130 X 70 + Blank (Hallite Rec),-1,-328.64,HOPKINSTR,Damaged - Production Z7
29/10/2024,565/60208,GA TILT RAM 130x70,-1,-319.83,HOPKINSTR,Damaged - Post Obay
29/10/2024,612/26700,HOSE 3/8BSP 790mm,-1,-4.00,HOPKINSTR,Damaged - Materials Int
29/10/2024,612/30000,HOSE 3/8BSP 735mm,-1,-4.33,HOPKINSTR,Damaged - Materials Int
29/10/2024,612/31700,"HOSE 3/8"" BSP 380mm",-1,-4.06,HOPKINSTR,Damaged - Materials Int
29/10/2024,613/03600,HOSE 41 1/2 STR/STR,-1,-7.65,HOPKINSTR,Damaged - Production Z7
29/10/2024,613/20700,HOSE 1/2BSP 1130mm,-1,-6.12,HOPKINSTR,Damaged - Production Z7
29/10/2024,613/27800,HOSE 1/2BSP 680mm,-1,-10.27,HOPKINSTR,Damaged - Materials Int
29/10/2024,613/30700,HOSE 1/2BSP 400mm,-1,-4.15,HOPKINSTR,Damaged - Production Z7
29/10/2024,614/80063,Hose 5/8 BSP HIGH,-1,-9.03,HOPKINSTR,Damaged - Materials Int
29/10/2024,629/80012,"HOSE 1/2"" BSP 7660",-1,-31.20,HOPKINSTR,Damaged - Production Z7
29/10/2024,629/80012,"HOSE 1/2"" BSP 7660",-1,-31.20,HOPKINSTR,Damaged - Production Z7
29/10/2024,629/80012,"HOSE 1/2"" BSP 7660",-2,-62.40,HOPKINSTR,Damaged - Production Z7
29/10/2024,700/50129,REAR LIGHT & PLINTH CLUST,-1,-14.13,HOPKINSTR,Damaged - Post Obay
29/10/2024,721/C7691,T4 STARTER MOTOR HARNESS,-1,-4.79,HOPKINSTR,Damaged - Production Z7
29/10/2024,721/P1660,P42 STV BOOM HARNESS,-1,-15.14,HOPKINSTR,Damaged - Production Z7
29/10/2024,721/X9462,P42 INNER BOOM HARNESS,-1,-40.76,HOPKINSTR,Damaged - Materials Int
29/10/2024,721/X9462,P42 INNER BOOM HARNESS,-1,-40.76,HOPKINSTR,Damaged - Production Z7
29/10/2024,729/10629,BATTERY WET 629,-7,-735.42,HOPKINSTR,Damaged - Production Z7
28/10/2024,160/15585,SILENCER EXHAUST NAT/ASP,-1,-98.81,HOPKINSTR,Damaged - Post Obay
28/10/2024,32/925421,FILLER BREATHER CAP,-2,-31.30,HOPKINSTR,Damaged - Post Obay
28/10/2024,32/925421,FILLER BREATHER CAP,-2,-31.30,HOPKINSTR,Damaged - Post Obay
28/10/2024,32AG/BA200,HOSE -06 BSP HP 2000mm B,-1,-9.25,HOPKINSTR,Damaged - Post Obay
28/10/2024,332/E5806,BELT GUARD,-2,-7.12,HOPKINSTR,Damaged - Post Obay
28/10/2024,332/F6262,LH FRONT FENDER,-1,-21.61,HOPKINSTR,Damaged - Post Obay
28/10/2024,332/H0294,FLOOR MAT,-1,-29.19,HOPKINSTR,Damaged - Post Obay
28/10/2024,332/H5331,SWAY VALVE,-1,-101.23,HOPKINSTR,Damaged - Post Obay
28/10/2024,333/H0584,COVER BATTERY,-1,-2.03,HOPKINSTR,Damaged - Post Obay
28/10/2024,333/H7268,HOSE - 06 BSP HP 11200mm A,-1,-31.19,HOPKINSTR,Damaged - Production Subs
28/10/2024,333/P9965,RH TRIM PANEL - AG,-1,-27.83,HOPKINSTR,Damaged - Post Obay
28/10/2024,334/C5697,PO CBV - LIFT RAM - SRS,-1,-165.55,HOPKINSTR,Damaged - Post Obay
28/10/2024,334/C5698,SRS LIFT VALVE 536-60,-1,-165.54,HOPKINSTR,Damaged - Post Obay
28/10/2024,334/C5698,SRS LIFT VALVE 536-60,-1,-165.53,HOPKINSTR,Damaged - Post Obay
28/10/2024,334/D9781,VACUUM SERVO-175X22.2X61m,-1,-83.52,HOPKINSTR,Damaged - Post Obay
28/10/2024,334/F2842,LIFT ARM SUPPORT DEVICE (,-3,-36.33,HOPKINSTR,Damaged - Post Obay
28/10/2024,334/F3081,LIFT ARM SUPPORT DEVICE (,-4,-46.28,HOPKINSTR,Damaged - Post Obay
28/10/2024,334/F3081,LIFT ARM SUPPORT DEVICE (,-1,-11.57,HOPKINSTR,Damaged - Post Obay
28/10/2024,334/G1819,(P) FUEL FILLER MOULDING,-1,-7.62,HOPKINSTR,Damaged - Post Obay
28/10/2024,334/G4445,FLOOR MAT,-1,-15.72,HOPKINSTR,Damaged - Post Obay
28/10/2024,334/G5029,CABLE REEL ABI,-1,-763.88,HOPKINSTR,Damaged - Post Obay
28/10/2024,334/H2107,REAR LAMP L/H LED,-2,-75.92,HOPKINSTR,Damaged - Post Obay
28/10/2024,346/00500,(P) FUEL FILLER NECK (SEK),-1,-6.71,HOPKINSTR,Damaged - Post Obay
28/10/2024,400/C0754,REAR REG LIGHT BRKT,-1,-0.40,HOPKINSTR,Damaged - Post Obay
28/10/2024,400/D8325,SA FENDER BASE RH,-2,-35.56,HOPKINSTR,Damaged - Post Obay
28/10/2024,400/D8533,SA FENDER RH TRIM 5,-1,-17.78,HOPKINSTR,Damaged - Post Obay
28/10/2024,400/D8533,SA FENDER RH TRIM 5,-1,-17.78,HOPKINSTR,Damaged - Post Obay
28/10/2024,400/D8659,SA FENDER BASE LH,-1,-17.78,HOPKINSTR,Damaged - Post Obay
28/10/2024,400/D8659,SA FENDER BASE LH,-1,-17.78,HOPKINSTR,Damaged - Post Obay
28/10/2024,400/D9251,SA FENDER LH TRIM 5,-1,-17.78,HOPKINSTR,Damaged - Post Obay
28/10/2024,400/F2869,VALVE BLOCK COVER 5RA,-1,-25.42,HOPKINSTR,Damaged - Post Obay
28/10/2024,400/J0775,MANUAL SPLIT MIRROR,-1,-13.00,HOPKINSTR,Damaged - Post Obay
28/10/2024,400/P9466,WA QRC COVER,-1,-3.06,HOPKINSTR,Damaged - Post Obay
28/10/2024,400/R9764,FAN MOTOR 11cc BI-DIR SAE,-1,-205.37,HOPKINSTR,Damaged - Post Obay
28/10/2024,400/T1675,CONTROL VALVE BLOCK 5AB E,-1,-547.20,HOPKINSTR,Damaged - Post Obay
28/10/2024,400/V6413,PAINTED REAR ACCESS COVER,-2,-45.76,HOPKINSTR,Damaged - Post Obay
28/10/2024,401/G0085,WA REAR LIGHT ARM,-2,-12.10,HOPKINSTR,Damaged - Post Obay
28/10/2024,401/G6088,EXHAUST DUCT WA,-1,-43.22,HOPKINSTR,Damaged - Post Obay
28/10/2024,401/G7298,WA REAR LIGHT SHROUD,-1,-5.00,HOPKINSTR,Damaged - Post Obay
28/10/2024,401/H8418,8 INCH BRAKE SERVO,-1,-113.65,HOPKINSTR,Damaged - Post Obay
28/10/2024,401/J2990,WA BRAKE ACC BRKT HMH,-1,-10.66,HOPKINSTR,Damaged - Post Obay
28/10/2024,401/M1106,WA HOSE GUIDE BLACK,-3,-15.30,HOPKINSTR,Damaged - Production Subs
28/10/2024,401/T8891,FRONT COVER SCREEN GUARD,-1,-17.02,HOPKINSTR,Damaged - Post Obay
28/10/2024,401/V3748,ABI WASHER BOTTLE,-1,-16.13,HOPKINSTR,Damaged - Post Obay
28/10/2024,402/D8621,SA FENDER LH CONSTRUCTION,-1,-17.78,HOPKINSTR,Damaged - Post Obay
28/10/2024,402/D8621,SA FENDER LH CONSTRUCTION,-1,-17.78,HOPKINSTR,Damaged - Post Obay
28/10/2024,402/G7503,PAINTED REAR DOOR NO/MECH,-3,-90.18,HOPKINSTR,Damaged - Post Obay
28/10/2024,402/L1423,VARIOUS EXTEND / RETRACT,-1,-70.73,HOPKINSTR,Damaged - Production Subs
28/10/2024,402/M4266,WA WORKLIGHT BRKT,-2,-4.84,HOPKINSTR,Damaged - Post Obay
28/10/2024,402/M7769,WA MTG RH REAR LIGHT 50KP,-1,-13.88,HOPKINSTR,Damaged - Post Obay
28/10/2024,402/X2831,SA HOSE 6780mm RED,-2,-72.46,HOPKINSTR,Damaged - Production Subs
28/10/2024,402/X2831,SA HOSE 6780mm RED,-2,-72.45,HOPKINSTR,Damaged - Production Subs
28/10/2024,403/E1190,LIFT RAM RECESS COVER 5XH,-1,-34.14,HOPKINSTR,Damaged - Post Obay
28/10/2024,403/V1331,HOSE -08 BSP GS 7660mm B,-2,-57.14,HOPKINSTR,Damaged - Production Subs
28/10/2024,700/50129,REAR LIGHT & PLINTH CLUST,-4,-56.52,HOPKINSTR,Damaged - Post Obay
28/10/2024,700/W7981,WORKLIGHT LED MMX 3000LM(0164Y270),-5,-128.41,HOPKINSTR,Damaged - Production Subs
28/10/2024,721/11313,WASHER PUMP HARNESS,-1,-2.52,HOPKINSTR,Damaged - Post Obay
28/10/2024,721/L5348,P981 Inner Boom Harness,-3,-124.21,HOPKINSTR,Damaged - Production Subs
25/10/2024,331/39936,OUTER BOOM PRESSING*,-1,-248.66,THOMPSONI,Manufacturing- J.Jones
25/10/2024,331/39938,BOOM INNER PRESSING*,-1,-232.42,THOMPSONI,Manufacturing- J.Jones
25/10/2024,332/F0839,BATTERY 12V 1000CCA,-1,-68.07,RAFEEQM,PRODUCTION ROTO
25/10/2024,333/E9144,PRESSING INNER BOOM 42FT*,-5,-691.74,THOMPSONI,Manufacturing- J.Jones
25/10/2024,334/C6679,OUTER BOOM PRESSING 5AW,-1,-392.66,THOMPSONI,Manufacturing- J.Jones
25/10/2024,400/F4527,OUTER BOOM PRESSING*,-1,-395.84,THOMPSONI,Manufacturing- J.Jones
25/10/2024,400/U4903,HARNESS LOWER CHASSIS 5K*,-1,-554.52,RAFEEQM,PRODUCTION ROTO
25/10/2024,716/V2548,SENSOR - BOOM EXTN- ANGLE,-1,-214.28,RAFEEQM,PRODUCTION ROTO
25/10/2024,817/70043,LABEL - ISO-09D TYPE A,-2,-0.28,RAFEEQM,PRODUCTION ROTO
25/10/2024,980/A2053,GA - FORK POSITIONER 57.2mm,-5,"-6,514.75",BUTKUSA,Damaged - Materials INT
24/10/2024,156/59300,HITCH PIN,-13,-33.15,HOPKINSTR,Damaged - Materials Int
24/10/2024,157/86000,MIRROR.EXTERNAL,-1,-9.36,HOPKINSTR,Damaged - Materials Int
24/10/2024,160/15584,SILENCER,-1,-101.96,HOPKINSTR,Damaged - Post Obay
24/10/2024,31AG/DA114,HOSE -04 BSP HP 1140mm B,-1,-6.38,HOPKINSTR,Damaged - Production Z7
24/10/2024,31AG/MD067,HOSE -04 BSP HP 670MM C,-1,-6.85,HOPKINSTR,Damaged - Materials Int
24/10/2024,320/A7447,ELP-L-8-C-2R-05WL-361-146,-1,-165.20,HOPKINSTR,Damaged - Production Z7
24/10/2024,320/A7447,ELP-L-8-C-2R-05WL-361-146,-1,-165.20,HOPKINSTR,Damaged - Production Z7
24/10/2024,320/B4595,56+KW CAC,-1,-43.72,HOPKINSTR,Damaged - Production Z7
24/10/2024,331/39114,LIFT RAM RECESS COVER P69,-2,-47.52,HOPKINSTR,Damaged - Post Obay
24/10/2024,331/39114,LIFT RAM RECESS COVER P69,-1,-23.76,HOPKINSTR,Damaged - Post Obay
24/10/2024,331/63982,EXTERIOR MIRROR ASSY - 7182.320.B.JCB,-1,-4.56,HOPKINSTR,Damaged - Materials Int
24/10/2024,331/63982,EXTERIOR MIRROR ASSY - 7182.320.B.JCB,-1,-4.56,HOPKINSTR,Damaged - Materials Int
24/10/2024,332/C0365,1/4 HOSE 350MM,-1,-5.16,HOPKINSTR,Damaged - Materials Int
24/10/2024,332/C1085,Hose 1/2 BSP 1630M,-1,-9.06,HOPKINSTR,Damaged - Production Z7
24/10/2024,332/C3538,"Hose 5/8""BSP ST-90",-1,-16.06,HOPKINSTR,Damaged - Materials Int
24/10/2024,332/C6209,3/4 HOSE ST-90 765,-1,-14.45,HOPKINSTR,Damaged - Production Z7
24/10/2024,332/C6209,3/4 HOSE ST-90 765,-1,-14.46,HOPKINSTR,Damaged - Production Z7
24/10/2024,332/C7218,HOSE 3/8 BLKHD-90 4100,-1,-17.25,HOPKINSTR,Damaged - Production  Z2
24/10/2024,332/C9086,GAS STRUT - 900N,-1,-2.81,HOPKINSTR,Damaged - Post Obay
24/10/2024,332/C9722,POPPET VALVE-PROPORTIONAL,-2,-74.74,HOPKINSTR,Damaged - Production Z7
24/10/2024,332/E5772,Valve Block,-1,-833.38,HOPKINSTR,Damaged - Production Z7
24/10/2024,332/E5806,BELT GUARD,-1,-3.56,HOPKINSTR,Damaged - Post Obay
24/10/2024,332/E6627,LOAD SPREADER PLATE,-2,-9.86,HOPKINSTR,Damaged - Post Obay
24/10/2024,332/E9000,CONDENSOR TIII MECH ENG,-1,-61.30,HOPKINSTR,Damaged - Production Z7
24/10/2024,332/E9000,CONDENSOR TIII MECH ENG,-1,-61.30,HOPKINSTR,Damaged - Production Z7
24/10/2024,332/E9000,CONDENSOR TIII MECH ENG,-1,-61.30,HOPKINSTR,Damaged - Production Subs
24/10/2024,332/F5436,GA FUEL TANK ABI,-1,-119.71,HOPKINSTR,Damaged - Materials Int
24/10/2024,332/G3525,GA HOSE 1/2 BSP 1570MM L/BLUE,-2,-18.21,HOPKINSTR,Damaged - Production Z7
24/10/2024,332/G4331,GA HOSE 1/2 BSP 1480MM YELLOW,-1,-8.85,HOPKINSTR,Damaged - Production Z7
24/10/2024,332/G4336,GA HOSE 1/2 BSP 1480MM PINK,-2,-17.70,HOPKINSTR,Damaged - Production Z7
24/10/2024,332/G4338,GA HOSE 1/2 BSP 1460MM LILAC,-1,-9.01,HOPKINSTR,Damaged - Production Z7
24/10/2024,332/G4343,GA HOSE 1/2 BSP 1530MM ORANGE,-1,-9.03,HOPKINSTR,Damaged - Production Z7
24/10/2024,332/H0294,FLOOR MAT,-2,-58.38,HOPKINSTR,Damaged - Post Obay
24/10/2024,332/H0537,FAN MOTOR 19cc,-1,-79.45,HOPKINSTR,Damaged - Post Obay
24/10/2024,332/H0537,FAN MOTOR 19cc,-1,-79.44,HOPKINSTR,Damaged - Production Z7
24/10/2024,332/H9718,COOLING FAN SS - 581mm,-1,-37.30,HOPKINSTR,Damaged - Production Z7
24/10/2024,333/C2111,HOSE AIR CONDITIONING,-1,-7.36,HOPKINSTR,Damaged - Production Subs
24/10/2024,333/C2562,BRACKET - FUEL COOLER,-1,-0.71,HOPKINSTR,Damaged - Production Z7
24/10/2024,333/C2971,FUEL HOSE,-1,-2.87,HOPKINSTR,Damaged - Production Z7
24/10/2024,333/C5123,HOSE AIR CONDITIONING,-1,-11.52,HOPKINSTR,Damaged - Production Z7
24/10/2024,333/C5123,HOSE AIR CONDITIONING,-1,-11.52,HOPKINSTR,Damaged - Production Z7
24/10/2024,333/C5123,HOSE AIR CONDITIONING,-1,-11.52,HOPKINSTR,Damaged - Production Z7
24/10/2024,333/C6931,WA P42 REAR COVER,-1,-15.32,HOPKINSTR,Damaged - Materials Int
24/10/2024,333/C6980,STEER MODE VALVE,-1,-85.28,HOPKINSTR,Damaged - Post Obay
24/10/2024,333/C7339,COLD SIDE CAC HOSE,-1,-13.34,HOPKINSTR,Damaged - Production Z7
24/10/2024,333/C7339,COLD SIDE CAC HOSE,-1,-13.34,HOPKINSTR,Damaged - Production Z7
24/10/2024,333/C8711,ABI DIPSTICK PS750 SHORT B/BOX,-2,-17.50,HOPKINSTR,Damaged - Production Subs
24/10/2024,333/C8745,ABI DIPSTICK PS750 LONG B/BOX,-1,-9.58,HOPKINSTR,Damaged - Production Subs
24/10/2024,333/D1934,ASPIRATOR,-1,-0.74,HOPKINSTR,Damaged - Production Z7
24/10/2024,333/D2335,HOSE AIR CONDITIONING,-1,-23.02,HOPKINSTR,Damaged - Production Subs
24/10/2024,333/E0311,HOSE AIR CONDITIONING,-1,-6.97,HOPKINSTR,Damaged - Production Z7
24/10/2024,333/E0311,HOSE AIR CONDITIONING,-1,-6.97,HOPKINSTR,Damaged - Production Z7
24/10/2024,333/E3188,HOSE AIR CONDITIONING,-1,-27.92,HOPKINSTR,Damaged - Production Subs
24/10/2024,333/E4575,VENT HOSE,-1,-0.69,HOPKINSTR,Damaged - Production Z7
24/10/2024,333/E4575,VENT HOSE,-1,-0.69,HOPKINSTR,Damaged - Production Z7
24/10/2024,333/E5523,HOSE-04 BSP HP 580mm C,-2,-13.27,HOPKINSTR,Damaged - Production Z7
24/10/2024,333/G7814,WIDE ANGLE MIRROR,-1,-18.63,HOPKINSTR,Damaged - Materials Int
24/10/2024,333/G9820,FUEL COOLER,-1,-15.06,HOPKINSTR,Damaged - Production Z7
24/10/2024,333/G9820,FUEL COOLER,-1,-15.07,HOPKINSTR,Damaged - Production Z7
24/10/2024,333/H9146,p90 FILL MOULDING,-1,-8.22,HOPKINSTR,Damaged - Production  Z2
24/10/2024,333/P9966,FLOOR MAT,-1,-29.19,HOPKINSTR,Damaged - Post Obay
24/10/2024,334/C5693,PO CBV - EXTENSION RAM,-1,-138.32,HOPKINSTR,Damaged - Production Z7
24/10/2024,334/C5697,PO CBV - LIFT RAM - SRS,-1,-165.55,HOPKINSTR,Damaged - Post Obay
24/10/2024,334/C5698,SRS LIFT VALVE 536-60,-1,-165.53,HOPKINSTR,Damaged - Production Z7
24/10/2024,334/C8204,ADBLUE COVER,-1,-0.66,HOPKINSTR,Damaged - Materials Int
24/10/2024,334/D4315,WA FRONT PRESSING BRACKET,-1,-6.27,HOPKINSTR,Damaged - Post Obay
24/10/2024,334/D4534,ABI WASH BTL NO LGT ARM-N,-1,-85.93,HOPKINSTR,Damaged - Post Obay
24/10/2024,334/D8272,WASHER BOTTLE BRACKET,-1,-4.91,HOPKINSTR,Damaged - Materials Int
24/10/2024,334/E1939,HOSE A/C-LIQUID-DRIER-CON,-1,-7.77,HOPKINSTR,Damaged - Production Z7
24/10/2024,334/E1939,HOSE A/C-LIQUID-DRIER-CON,-1,-7.77,HOPKINSTR,Damaged - Production Z7
24/10/2024,334/E4357,SA HOSE - 310 LIGHT GREEN,-1,-8.84,HOPKINSTR,Damaged - Production Subs
24/10/2024,334/E4360,SA HOSE - 250 PURPLE,-1,-8.77,HOPKINSTR,Damaged - Production Z7
